vertices;density;time
20;25;28
40;25;88
60;25;129
80;25;194
100;25;296
120;25;301
140;25;446
160;25;594
180;25;601
200;25;769
20;50;29
40;50;63
60;50;112
80;50;168
100;50;287
120;50;302
140;50;475
160;50;545
180;50;604
200;50;721
20;75;29
40;75;95
60;75;142
80;75;185
100;75;260
120;75;294
140;75;461
160;75;490
180;75;648
200;75;793
20;99;34
40;99;62
60;99;142
80;99;226
100;99;251
120;99;304
140;99;450
160;99;483
180;99;581
200;99;756
